Major Head,Sub-Major Head,Minor Head,Sub-Minor Head,Detailed Head,Object Head,Voucher Head,Scheme,Area,Voted/Charged,row_id,Major Head Code,Sub-Major Head Code,Minor Head Code,Sub-Minor Head Code,Detailed Head Code,Object Head Code,Voucher Head Code,Scheme Code,Area Code,Voted/Charged Code,file_id,level_2_code,level_3_code,level_4_code,level_5_code,level_6_code,level_7_code,level_8_code,level_9_code,level_10_code,budget_for,year
Jails,NULL,Jails,District Jails,Movement of Prisons,Materials & Supplies,Others,Establishment Expenditure,North Cachar Non-entrusted,Voted,70,2056,0,101,486,600,19,99,EE,NN,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__486,2056__0__101__486__600,2056__0__101__486__600__19,2056__0__101__486__600__19__99,2056__0__101__486__600__19__99__ee,2056__0__101__486__600__19__99__ee__nn,2056__0__101__486__600__19__99__ee__nn__v,jails,2019-20
Jails,NULL,Jails,District Jails,Movement of Prisons,"Rents, Rates & Taxes / Royalty",Rates &Taxes,Establishment Expenditure,North Cachar Non-entrusted,Voted,71,2056,0,101,486,600,6,2,EE,NN,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__486,2056__0__101__486__600,2056__0__101__486__600__6,2056__0__101__486__600__6__2,2056__0__101__486__600__6__2__ee,2056__0__101__486__600__6__2__ee__nn,2056__0__101__486__600__6__2__ee__nn__v,jails,2019-20
Jails,NULL,Jails,District Jails,NULL,Office Expenses,Electricity and Water Charge,Establishment Expenditure,Karbi Anglong Non-entrusted,Voted,72,2056,0,101,486,0,4,3,EE,KN,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__486,2056__0__101__486__0,2056__0__101__486__0__4,2056__0__101__486__0__4__3,2056__0__101__486__0__4__3__ee,2056__0__101__486__0__4__3__ee__kn,2056__0__101__486__0__4__3__ee__kn__v,jails,2019-20
Jails,NULL,Jails,District Jails,NULL,Office Expenses,Others,Establishment Expenditure,Karbi Anglong Non-entrusted,Voted,73,2056,0,101,486,0,4,99,EE,KN,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__486,2056__0__101__486__0,2056__0__101__486__0__4,2056__0__101__486__0__4__99,2056__0__101__486__0__4__99__ee,2056__0__101__486__0__4__99__ee__kn,2056__0__101__486__0__4__99__ee__kn__v,jails,2019-20
Jails,NULL,Jails,District Jails,NULL,"Rents, Rates & Taxes / Royalty",Rates &Taxes,Establishment Expenditure,Karbi Anglong Non-entrusted,Voted,74,2056,0,101,486,0,6,2,EE,KN,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__486,2056__0__101__486__0,2056__0__101__486__0__6,2056__0__101__486__0__6__2,2056__0__101__486__0__6__2__ee,2056__0__101__486__0__6__2__ee__kn,2056__0__101__486__0__6__2__ee__kn__v,jails,2019-20
Jails,NULL,Jails,District Jails,NULL,Maintenance,Departmental Building,Establishment Expenditure,Karbi Anglong Non-entrusted,Voted,75,2056,0,101,486,0,17,1,EE,KN,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__486,2056__0__101__486__0,2056__0__101__486__0__17,2056__0__101__486__0__17__1,2056__0__101__486__0__17__1__ee,2056__0__101__486__0__17__1__ee__kn,2056__0__101__486__0__17__1__ee__kn__v,jails,2019-20
Jails,NULL,Jails,District Jails,NULL,Materials & Supplies,Others,Establishment Expenditure,Karbi Anglong Non-entrusted,Voted,76,2056,0,101,486,0,19,99,EE,KN,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__486,2056__0__101__486__0,2056__0__101__486__0__19,2056__0__101__486__0__19__99,2056__0__101__486__0__19__99__ee,2056__0__101__486__0__19__99__ee__kn,2056__0__101__486__0__19__99__ee__kn__v,jails,2019-20
Jails,NULL,Direction and Administration,Head Quarters Establishment,NULL,Other Charges,Disaster management,Establishment Expenditure,General Area,Voted,77,2056,0,1,172,0,26,2,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__1,2056__0__1__172,2056__0__1__172__0,2056__0__1__172__0__26,2056__0__1__172__0__26__2,2056__0__1__172__0__26__2__ee,2056__0__1__172__0__26__2__ee__ga,2056__0__1__172__0__26__2__ee__ga__v,jails,2019-20
Jails,NULL,Direction and Administration,Head Quarters Establishment,NULL,Other Charges,Training,Establishment Expenditure,General Area,Voted,78,2056,0,1,172,0,26,3,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__1,2056__0__1__172,2056__0__1__172__0,2056__0__1__172__0__26,2056__0__1__172__0__26__3,2056__0__1__172__0__26__3__ee,2056__0__1__172__0__26__3__ee__ga,2056__0__1__172__0__26__3__ee__ga__v,jails,2019-20
Jails,NULL,Jail Manufacturers,NULL,NULL,Materials & Supplies,Others,Establishment Expenditure,General Area,Voted,79,2056,0,102,0,0,19,99,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__102,2056__0__102__0,2056__0__102__0__0,2056__0__102__0__0__19,2056__0__102__0__0__19__99,2056__0__102__0__0__19__99__ee,2056__0__102__0__0__19__99__ee__ga,2056__0__102__0__0__19__99__ee__ga__v,jails,2019-20
Jails,NULL,Other Expenditure,Open Air Jails,NULL,"Rents, Rates & Taxes / Royalty",Rates &Taxes,Establishment Expenditure,General Area,Voted,80,2056,0,800,489,0,6,2,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__800,2056__0__800__489,2056__0__800__489__0,2056__0__800__489__0__6,2056__0__800__489__0__6__2,2056__0__800__489__0__6__2__ee,2056__0__800__489__0__6__2__ee__ga,2056__0__800__489__0__6__2__ee__ga__v,jails,2019-20
Jails,NULL,Other Expenditure,Open Air Jails,NULL,Machinery and Equipment / Tools & Plants,Machinery and Equipment,Establishment Expenditure,General Area,Voted,81,2056,0,800,489,0,15,1,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__800,2056__0__800__489,2056__0__800__489__0,2056__0__800__489__0__15,2056__0__800__489__0__15__1,2056__0__800__489__0__15__1__ee,2056__0__800__489__0__15__1__ee__ga,2056__0__800__489__0__15__1__ee__ga__v,jails,2019-20
Jails,NULL,Other Expenditure,Open Air Jails,NULL,Materials & Supplies,Others,Establishment Expenditure,General Area,Voted,82,2056,0,800,489,0,19,99,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__800,2056__0__800__489,2056__0__800__489__0,2056__0__800__489__0__19,2056__0__800__489__0__19__99,2056__0__800__489__0__19__99__ee,2056__0__800__489__0__19__99__ee__ga,2056__0__800__489__0__19__99__ee__ga__v,jails,2019-20
Jails,NULL,Jail Manufacturers,NULL,NULL,Machinery and Equipment / Tools & Plants,Others,Establishment Expenditure,General Area,Voted,83,2056,0,102,0,0,15,99,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__102,2056__0__102__0,2056__0__102__0__0,2056__0__102__0__0__15,2056__0__102__0__0__15__99,2056__0__102__0__0__15__99__ee,2056__0__102__0__0__15__99__ee__ga,2056__0__102__0__0__15__99__ee__ga__v,jails,2019-20
Jails,NULL,Jails,Changes for Police Custody,Movement of Prisons,Other Charges,Transportation Charges,Establishment Expenditure,General Area,Voted,84,2056,0,101,487,600,26,13,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__487,2056__0__101__487__600,2056__0__101__487__600__26,2056__0__101__487__600__26__13,2056__0__101__487__600__26__13__ee,2056__0__101__487__600__26__13__ee__ga,2056__0__101__487__600__26__13__ee__ga__v,jails,2019-20
Jails,NULL,Direction and Administration,Head Quarters Establishment,NULL,Wages,Bungalow Peon,Establishment Expenditure,General Area,Voted,85,2056,0,1,172,0,2,4,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__1,2056__0__1__172,2056__0__1__172__0,2056__0__1__172__0__2,2056__0__1__172__0__2__4,2056__0__1__172__0__2__4__ee,2056__0__1__172__0__2__4__ee__ga,2056__0__1__172__0__2__4__ee__ga__v,jails,2019-20
Jails,NULL,Jails,District Jails,NULL,Wages,Prisoners,Establishment Expenditure,General Area,Voted,86,2056,0,101,486,0,2,12,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__486,2056__0__101__486__0,2056__0__101__486__0__2,2056__0__101__486__0__2__12,2056__0__101__486__0__2__12__ee,2056__0__101__486__0__2__12__ee__ga,2056__0__101__486__0__2__12__ee__ga__v,jails,2019-20
Jails,NULL,Jail Manufacturers,NULL,NULL,Wages,Prisoners,Establishment Expenditure,General Area,Voted,87,2056,0,102,0,0,2,12,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__102,2056__0__102__0,2056__0__102__0__0,2056__0__102__0__0__2,2056__0__102__0__0__2__12,2056__0__102__0__0__2__12__ee,2056__0__102__0__0__2__12__ee__ga,2056__0__102__0__0__2__12__ee__ga__v,jails,2019-20
Jails,NULL,Other Expenditure,Open Air Jails,NULL,Wages,Prisoners,Establishment Expenditure,General Area,Voted,88,2056,0,800,489,0,2,12,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__800,2056__0__800__489,2056__0__800__489__0,2056__0__800__489__0__2,2056__0__800__489__0__2__12,2056__0__800__489__0__2__12__ee,2056__0__800__489__0__2__12__ee__ga,2056__0__800__489__0__2__12__ee__ga__v,jails,2019-20
Jails,NULL,Jails,District Jails,NULL,Wages,Prisoners,Establishment Expenditure,Karbi Anglong Non-entrusted,Voted,89,2056,0,101,486,0,2,12,EE,KN,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__486,2056__0__101__486__0,2056__0__101__486__0__2,2056__0__101__486__0__2__12,2056__0__101__486__0__2__12__ee,2056__0__101__486__0__2__12__ee__kn,2056__0__101__486__0__2__12__ee__kn__v,jails,2019-20
Jails,NULL,Jails,Changes for Police Custody,Movement of Prisons,Other Charges,Transportation Charges,Establishment Expenditure,Karbi Anglong Non-entrusted,Voted,90,2056,0,101,487,600,26,13,EE,KN,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__487,2056__0__101__487__600,2056__0__101__487__600__26,2056__0__101__487__600__26__13,2056__0__101__487__600__26__13__ee,2056__0__101__487__600__26__13__ee__kn,2056__0__101__487__600__26__13__ee__kn__v,jails,2019-20
Jails,NULL,Jails,District Jails,Movement of Prisons,Wages,Prisoners,Establishment Expenditure,North Cachar Non-entrusted,Voted,91,2056,0,101,486,600,2,12,EE,NN,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__486,2056__0__101__486__600,2056__0__101__486__600__2,2056__0__101__486__600__2__12,2056__0__101__486__600__2__12__ee,2056__0__101__486__600__2__12__ee__nn,2056__0__101__486__600__2__12__ee__nn__v,jails,2019-20
Jails,NULL,Jails,Changes for Police Custody,Movement of Prisons,Other Charges,Transportation Charges,Establishment Expenditure,North Cachar Non-entrusted,Voted,92,2056,0,101,487,600,26,13,EE,NN,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__487,2056__0__101__487__600,2056__0__101__487__600__26,2056__0__101__487__600__26__13,2056__0__101__487__600__26__13__ee,2056__0__101__487__600__26__13__ee__nn,2056__0__101__487__600__26__13__ee__nn__v,jails,2019-20
Jails,NULL,Direction and Administration,Head Quarters Establishment,NULL,Salaries,Arrear Salary/DA,Establishment Expenditure,General Area,Voted,93,2056,0,1,172,0,1,12,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__1,2056__0__1__172,2056__0__1__172__0,2056__0__1__172__0__1,2056__0__1__172__0__1__12,2056__0__1__172__0__1__12__ee,2056__0__1__172__0__1__12__ee__ga,2056__0__1__172__0__1__12__ee__ga__v,jails,2019-20
Jails,NULL,Jails,District Jails,NULL,Wages,Wages to Casual Employees,Establishment Expenditure,General Area,Voted,94,2056,0,101,486,0,2,1,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__486,2056__0__101__486__0,2056__0__101__486__0__2,2056__0__101__486__0__2__1,2056__0__101__486__0__2__1__ee,2056__0__101__486__0__2__1__ee__ga,2056__0__101__486__0__2__1__ee__ga__v,jails,2019-20
Jails,NULL,Jails,District Jails,NULL,Wages,Wages to Casual Employees,Establishment Expenditure,Karbi Anglong Non-entrusted,Voted,95,2056,0,101,486,0,2,1,EE,KN,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__486,2056__0__101__486__0,2056__0__101__486__0__2,2056__0__101__486__0__2__1,2056__0__101__486__0__2__1__ee,2056__0__101__486__0__2__1__ee__kn,2056__0__101__486__0__2__1__ee__kn__v,jails,2019-20
Jails,NULL,Direction and Administration,Head Quarters Establishment,NULL,Other Charges,Others,Establishment Expenditure,General Area,Charged,96,2056,0,1,172,0,26,99,EE,GA,C,assam-budget-2019-20_jails.csv,2056__0,2056__0__1,2056__0__1__172,2056__0__1__172__0,2056__0__1__172__0__26,2056__0__1__172__0__26__99,2056__0__1__172__0__26__99__ee,2056__0__1__172__0__26__99__ee__ga,2056__0__1__172__0__26__99__ee__ga__c,jails,2019-20
Jails,NULL,Direction and Administration,Head Quarters Establishment,NULL,Office Expenses,Postage Stamp,Establishment Expenditure,General Area,Voted,97,2056,0,1,172,0,4,1,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__1,2056__0__1__172,2056__0__1__172__0,2056__0__1__172__0__4,2056__0__1__172__0__4__1,2056__0__1__172__0__4__1__ee,2056__0__1__172__0__4__1__ee__ga,2056__0__1__172__0__4__1__ee__ga__v,jails,2019-20
Jails,NULL,Direction and Administration,Head Quarters Establishment,NULL,Office Expenses,Telephone Charge,Establishment Expenditure,General Area,Voted,98,2056,0,1,172,0,4,2,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__1,2056__0__1__172,2056__0__1__172__0,2056__0__1__172__0__4,2056__0__1__172__0__4__2,2056__0__1__172__0__4__2__ee,2056__0__1__172__0__4__2__ee__ga,2056__0__1__172__0__4__2__ee__ga__v,jails,2019-20
Jails,NULL,Direction and Administration,Head Quarters Establishment,NULL,Office Expenses,Office Equipments including Computers & Accessories,Establishment Expenditure,General Area,Voted,99,2056,0,1,172,0,4,4,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__1,2056__0__1__172,2056__0__1__172__0,2056__0__1__172__0__4,2056__0__1__172__0__4__4,2056__0__1__172__0__4__4__ee,2056__0__1__172__0__4__4__ee__ga,2056__0__1__172__0__4__4__ee__ga__v,jails,2019-20
Jails,NULL,Direction and Administration,Head Quarters Establishment,NULL,Office Expenses,Stationery and Printing of Forms,Establishment Expenditure,General Area,Voted,100,2056,0,1,172,0,4,5,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__1,2056__0__1__172,2056__0__1__172__0,2056__0__1__172__0__4,2056__0__1__172__0__4__5,2056__0__1__172__0__4__5__ee,2056__0__1__172__0__4__5__ee__ga,2056__0__1__172__0__4__5__ee__ga__v,jails,2019-20
Jails,NULL,Direction and Administration,Head Quarters Establishment,NULL,Office Expenses,Furniture,Establishment Expenditure,General Area,Voted,101,2056,0,1,172,0,4,6,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__1,2056__0__1__172,2056__0__1__172__0,2056__0__1__172__0__4,2056__0__1__172__0__4__6,2056__0__1__172__0__4__6__ee,2056__0__1__172__0__4__6__ee__ga,2056__0__1__172__0__4__6__ee__ga__v,jails,2019-20
Jails,NULL,Direction and Administration,Head Quarters Establishment,NULL,Office Expenses,Liveries,Establishment Expenditure,General Area,Voted,102,2056,0,1,172,0,4,7,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__1,2056__0__1__172,2056__0__1__172__0,2056__0__1__172__0__4,2056__0__1__172__0__4__7,2056__0__1__172__0__4__7__ee,2056__0__1__172__0__4__7__ee__ga,2056__0__1__172__0__4__7__ee__ga__v,jails,2019-20
Jails,NULL,Direction and Administration,Head Quarters Establishment,NULL,Office Expenses,Maintenance of Vehicles,Establishment Expenditure,General Area,Voted,103,2056,0,1,172,0,4,8,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__1,2056__0__1__172,2056__0__1__172__0,2056__0__1__172__0__4,2056__0__1__172__0__4__8,2056__0__1__172__0__4__8__ee,2056__0__1__172__0__4__8__ee__ga,2056__0__1__172__0__4__8__ee__ga__v,jails,2019-20
Jails,NULL,Direction and Administration,Head Quarters Establishment,NULL,Office Expenses,"Petrol, Oil and Lubricants (POL)",Establishment Expenditure,General Area,Voted,104,2056,0,1,172,0,4,9,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__1,2056__0__1__172,2056__0__1__172__0,2056__0__1__172__0__4,2056__0__1__172__0__4__9,2056__0__1__172__0__4__9__ee,2056__0__1__172__0__4__9__ee__ga,2056__0__1__172__0__4__9__ee__ga__v,jails,2019-20
Jails,NULL,Direction and Administration,Head Quarters Establishment,NULL,Office Expenses,Books and Periodicals,Establishment Expenditure,General Area,Voted,105,2056,0,1,172,0,4,10,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__1,2056__0__1__172,2056__0__1__172__0,2056__0__1__172__0__4,2056__0__1__172__0__4__10,2056__0__1__172__0__4__10__ee,2056__0__1__172__0__4__10__ee__ga,2056__0__1__172__0__4__10__ee__ga__v,jails,2019-20
Jails,NULL,Direction and Administration,Head Quarters Establishment,NULL,Office Expenses,Refreshment Expenses,Establishment Expenditure,General Area,Voted,106,2056,0,1,172,0,4,11,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__1,2056__0__1__172,2056__0__1__172__0,2056__0__1__172__0__4,2056__0__1__172__0__4__11,2056__0__1__172__0__4__11__ee,2056__0__1__172__0__4__11__ee__ga,2056__0__1__172__0__4__11__ee__ga__v,jails,2019-20
Jails,NULL,Jails,District Jails,NULL,Materials & Supplies,Medicine,Establishment Expenditure,General Area,Voted,107,2056,0,101,486,0,19,2,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__486,2056__0__101__486__0,2056__0__101__486__0__19,2056__0__101__486__0__19__2,2056__0__101__486__0__19__2__ee,2056__0__101__486__0__19__2__ee__ga,2056__0__101__486__0__19__2__ee__ga__v,jails,2019-20
Jails,NULL,Jails,District Jails,NULL,Materials & Supplies,Diet,Establishment Expenditure,General Area,Voted,108,2056,0,101,486,0,19,3,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__486,2056__0__101__486__0,2056__0__101__486__0__19,2056__0__101__486__0__19__3,2056__0__101__486__0__19__3__ee,2056__0__101__486__0__19__3__ee__ga,2056__0__101__486__0__19__3__ee__ga__v,jails,2019-20
Jails,NULL,Jails,District Jails,NULL,Materials & Supplies,Medicine,Establishment Expenditure,Karbi Anglong Non-entrusted,Voted,109,2056,0,101,486,0,19,2,EE,KN,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__486,2056__0__101__486__0,2056__0__101__486__0__19,2056__0__101__486__0__19__2,2056__0__101__486__0__19__2__ee,2056__0__101__486__0__19__2__ee__kn,2056__0__101__486__0__19__2__ee__kn__v,jails,2019-20
Jails,NULL,Jails,District Jails,NULL,Materials & Supplies,Diet,Establishment Expenditure,Karbi Anglong Non-entrusted,Voted,110,2056,0,101,486,0,19,3,EE,KN,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__486,2056__0__101__486__0,2056__0__101__486__0__19,2056__0__101__486__0__19__3,2056__0__101__486__0__19__3__ee,2056__0__101__486__0__19__3__ee__kn,2056__0__101__486__0__19__3__ee__kn__v,jails,2019-20
Jails,NULL,Other Expenditure,Open Air Jails,NULL,Materials & Supplies,Medicine,Establishment Expenditure,General Area,Voted,111,2056,0,800,489,0,19,2,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__800,2056__0__800__489,2056__0__800__489__0,2056__0__800__489__0__19,2056__0__800__489__0__19__2,2056__0__800__489__0__19__2__ee,2056__0__800__489__0__19__2__ee__ga,2056__0__800__489__0__19__2__ee__ga__v,jails,2019-20
Jails,NULL,Other Expenditure,Open Air Jails,NULL,Materials & Supplies,Diet,Establishment Expenditure,General Area,Voted,112,2056,0,800,489,0,19,3,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__800,2056__0__800__489,2056__0__800__489__0,2056__0__800__489__0__19,2056__0__800__489__0__19__3,2056__0__800__489__0__19__3__ee,2056__0__800__489__0__19__3__ee__ga,2056__0__800__489__0__19__3__ee__ga__v,jails,2019-20
Jails,NULL,Jails,District Jails,NULL,Salaries,Fixed Pay,Establishment Expenditure,General Area,Voted,113,2056,0,101,486,0,1,16,EE,GA,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__486,2056__0__101__486__0,2056__0__101__486__0__1,2056__0__101__486__0__1__16,2056__0__101__486__0__1__16__ee,2056__0__101__486__0__1__16__ee__ga,2056__0__101__486__0__1__16__ee__ga__v,jails,2019-20
Jails,NULL,Jails,District Jails,NULL,Salaries,Fixed Pay,Establishment Expenditure,Karbi Anglong Non-entrusted,Voted,114,2056,0,101,486,0,1,16,EE,KN,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__486,2056__0__101__486__0,2056__0__101__486__0__1,2056__0__101__486__0__1__16,2056__0__101__486__0__1__16__ee,2056__0__101__486__0__1__16__ee__kn,2056__0__101__486__0__1__16__ee__kn__v,jails,2019-20
Jails,NULL,Jails,District Jails,Movement of Prisons,Materials & Supplies,Medicine,Establishment Expenditure,North Cachar Non-entrusted,Voted,115,2056,0,101,486,600,19,2,EE,NN,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__486,2056__0__101__486__600,2056__0__101__486__600__19,2056__0__101__486__600__19__2,2056__0__101__486__600__19__2__ee,2056__0__101__486__600__19__2__ee__nn,2056__0__101__486__600__19__2__ee__nn__v,jails,2019-20
Jails,NULL,Jails,District Jails,Movement of Prisons,Materials & Supplies,Diet,Establishment Expenditure,North Cachar Non-entrusted,Voted,116,2056,0,101,486,600,19,3,EE,NN,V,assam-budget-2019-20_jails.csv,2056__0,2056__0__101,2056__0__101__486,2056__0__101__486__600,2056__0__101__486__600__19,2056__0__101__486__600__19__3,2056__0__101__486__600__19__3__ee,2056__0__101__486__600__19__3__ee__nn,2056__0__101__486__600__19__3__ee__nn__v,jails,2019-20
Capital Outlay on Public Works,Office Buildings,Construction - General Pool Accommodation,Jails,Modernisation of prison Administration,Major Works,Others,State Own Priority Scheme-Other Development Scheme,General Area,Voted,117,4059,1,101,1484,485,13,99,SOPD-ODS,GA,V,assam-budget-2019-20_jails.csv,4059__1,4059__1__101,4059__1__101__1484,4059__1__101__1484__485,4059__1__101__1484__485__13,4059__1__101__1484__485__13__99,4059__1__101__1484__485__13__99__sopd-ods,4059__1__101__1484__485__13__99__sopd-ods__ga,4059__1__101__1484__485__13__99__sopd-ods__ga__v,jails,2019-20
